"band","rank"
"http://dbpedia.org/resource/Soundgarden",23.1107
"http://dbpedia.org/resource/Lynyrd_Skynyrd",22.8815
"http://dbpedia.org/resource/The_Temptations",22.8785
"http://dbpedia.org/resource/The_Band",22.6338
"http://dbpedia.org/resource/Journey_(band)",22.5967
"http://dbpedia.org/resource/The_Allman_Brothers_Band",22.5831
"http://dbpedia.org/resource/The_White_Stripes",22.5819
"http://dbpedia.org/resource/Weezer",22.5424
"http://dbpedia.org/resource/Chicago_(band)",22.3964
"http://dbpedia.org/resource/Pixies",22.2829
"http://dbpedia.org/resource/Outkast",22.2724
"http://dbpedia.org/resource/The_Roots",21.9357
"http://dbpedia.org/resource/Dire_Straits",21.8941
"http://dbpedia.org/resource/NSYNC",21.7109
"http://dbpedia.org/resource/Maroon_5",21.5898
"http://dbpedia.org/resource/Destiny's_Child",21.3005
"http://dbpedia.org/resource/The_Stooges",21.1494
"http://dbpedia.org/resource/Dream_Theater",21.0937
"http://dbpedia.org/resource/Sly_and_the_Family_Stone",21.0246
"http://dbpedia.org/resource/ZZ_Top",20.9073
"http://dbpedia.org/resource/Siouxsie_and_the_Banshees",20.7551
"http://dbpedia.org/resource/Gorillaz",20.5126
"http://dbpedia.org/resource/Arcade_Fire",20.5007
"http://dbpedia.org/resource/The_Moody_Blues",20.3419
"http://dbpedia.org/resource/Dave_Matthews_Band",20.3293
"http://dbpedia.org/resource/Franz_Ferdinand_(band)",20.282
"http://dbpedia.org/resource/The_Prodigy",20.1946
"http://dbpedia.org/resource/The_Animals",20.0758
"http://dbpedia.org/resource/Phish",19.8303
"http://dbpedia.org/resource/Tool_(band)",19.7433
"http://dbpedia.org/resource/Anthrax_(American_band)",19.743
"http://dbpedia.org/resource/My_Chemical_Romance",19.7391
"http://dbpedia.org/resource/They_Might_Be_Giants",19.7388
"http://dbpedia.org/resource/Devo",19.6668
"http://dbpedia.org/resource/Jefferson_Airplane",19.6344
"http://dbpedia.org/resource/Boyz_II_Men",19.5476
"http://dbpedia.org/resource/The_Strokes",19.4038
"http://dbpedia.org/resource/Bob_Marley_and_the_Wailers",19.3787
"http://dbpedia.org/resource/Santana_(band)",19.328
"http://dbpedia.org/resource/Pantera",19.2274
"http://dbpedia.org/resource/Nickelback",19.1583
"http://dbpedia.org/resource/The_Chemical_Brothers",19.0515
"http://dbpedia.org/resource/The_Offspring",18.8365
"http://dbpedia.org/resource/The_Flaming_Lips",18.8025
"http://dbpedia.org/resource/Black_Flag_(band)",18.6747
"http://dbpedia.org/resource/Alvin_and_the_Chipmunks",18.65
"http://dbpedia.org/resource/Electric_Light_Orchestra",18.6159
"http://dbpedia.org/resource/Take_That",18.5979
"http://dbpedia.org/resource/Limp_Bizkit",18.5744
"http://dbpedia.org/resource/The_Jimi_Hendrix_Experience",18.3657
"http://dbpedia.org/resource/Creedence_Clearwater_Revival",18.2622
"http://dbpedia.org/resource/Small_Faces",18.2123
"http://dbpedia.org/resource/System_of_a_Down",18.1656
"http://dbpedia.org/resource/Paramore",18.1355
"http://dbpedia.org/resource/Steely_Dan",18.0109
"http://dbpedia.org/resource/Manic_Street_Preachers",17.8524
"http://dbpedia.org/resource/Thin_Lizzy",17.4521
"http://dbpedia.org/resource/The_Shadows",17.3623
"http://dbpedia.org/resource/Status_Quo_(band)",17.1006
"http://dbpedia.org/resource/Emerson,_Lake_&_Palmer",16.9888
"http://dbpedia.org/resource/Jonas_Brothers",16.8458
"http://dbpedia.org/resource/TLC_(group)",16.8244
"http://dbpedia.org/resource/Kings_of_Leon",16.769
"http://dbpedia.org/resource/Westlife",16.7465
"http://dbpedia.org/resource/Styx_(band)",16.7277
"http://dbpedia.org/resource/Queens_of_the_Stone_Age",16.7239
"http://dbpedia.org/resource/INXS",16.7009
"http://dbpedia.org/resource/N.W.A",16.5706
"http://dbpedia.org/resource/The_Isley_Brothers",16.5645
"http://dbpedia.org/resource/Cheap_Trick",16.3403
"http://dbpedia.org/resource/Rammstein",16.3247
"http://dbpedia.org/resource/The_Hollies",16.2107
"http://dbpedia.org/resource/Ministry_(band)",16.0646
"http://dbpedia.org/resource/Brooks_&_Dunn",16.0289
"http://dbpedia.org/resource/Madness_(band)",15.9511
"http://dbpedia.org/resource/Buzzcocks",15.8999
"http://dbpedia.org/resource/Avenged_Sevenfold",15.8994
"http://dbpedia.org/resource/Misfits_(band)",15.8321
"http://dbpedia.org/resource/Florence_and_the_Machine",15.8015
"http://dbpedia.org/resource/Girls'_Generation",15.7165
"http://dbpedia.org/resource/The_Stone_Roses",15.6536
"http://dbpedia.org/resource/Booker_T._&_the_M.G.'s",15.6473
"http://dbpedia.org/resource/Kaiser_Chiefs",15.5721
"http://dbpedia.org/resource/Jane's_Addiction",15.5307
"http://dbpedia.org/resource/Bill_Haley_&_His_Comets",15.503
"http://dbpedia.org/resource/The_Pogues",15.495
"http://dbpedia.org/resource/The_Jam",15.4575
"http://dbpedia.org/resource/Marilyn_Manson_(band)",15.3208
"http://dbpedia.org/resource/Massive_Attack",15.2596
"http://dbpedia.org/resource/The_B-52's",15.2518
"http://dbpedia.org/resource/MC5",15.1933
"http://dbpedia.org/resource/Tangerine_Dream",15.1614
"http://dbpedia.org/resource/Goo_Goo_Dolls",15.1093
"http://dbpedia.org/resource/Bloc_Party",15.0832
"http://dbpedia.org/resource/Tom_Petty_and_the_Heartbreakers",15.0538
"http://dbpedia.org/resource/The_Human_League",15.0333
"http://dbpedia.org/resource/The_Cars",14.9052
"http://dbpedia.org/resource/The_Fall_(band)",14.8678
"http://dbpedia.org/resource/Bad_Religion",14.6987
"http://dbpedia.org/resource/Faith_No_More",14.6919
"http://dbpedia.org/resource/Super_Junior",14.691
"http://dbpedia.org/resource/Simple_Minds",14.6203
"http://dbpedia.org/resource/The_Miracles",14.5895
"http://dbpedia.org/resource/Dead_Kennedys",14.5275
"http://dbpedia.org/resource/New_York_Dolls",14.5262
"http://dbpedia.org/resource/Bone_Thugs-n-Harmony",14.4503
"http://dbpedia.org/resource/Primus_(band)",14.4272
"http://dbpedia.org/resource/Heart_(band)",14.4025
"http://dbpedia.org/resource/The_Mamas_&_the_Papas",14.1408
"http://dbpedia.org/resource/A_Tribe_Called_Quest",14.1321
"http://dbpedia.org/resource/Primal_Scream",14.0855
"http://dbpedia.org/resource/Deftones",14.0057
"http://dbpedia.org/resource/Sepultura",13.9873
"http://dbpedia.org/resource/Jimmy_Eat_World",13.9548
"http://dbpedia.org/resource/Incubus_(band)",13.9022
"http://dbpedia.org/resource/Melvins",13.8427
"http://dbpedia.org/resource/Thirty_Seconds_to_Mars",13.8184
"http://dbpedia.org/resource/Sugababes",13.6948
"http://dbpedia.org/resource/Hall_&_Oates",13.6473
"http://dbpedia.org/resource/Cocteau_Twins",13.6149
"http://dbpedia.org/resource/De_La_Soul",13.5397
"http://dbpedia.org/resource/Dixie_Chicks",13.5201
"http://dbpedia.org/resource/Barenaked_Ladies",13.4399
"http://dbpedia.org/resource/Cypress_Hill",13.4352
"http://dbpedia.org/resource/My_Bloody_Valentine_(band)",13.4276
"http://dbpedia.org/resource/Rancid_(band)",13.2753
"http://dbpedia.org/resource/Dinosaur_Jr.",13.2286
"http://dbpedia.org/resource/Pulp_(band)",13.2261
"http://dbpedia.org/resource/The_Replacements_(band)",13.219
"http://dbpedia.org/resource/Boston_(band)",13.2135
"http://dbpedia.org/resource/AKB48",13.1952
"http://dbpedia.org/resource/The_Jesus_and_Mary_Chain",13.1733
"http://dbpedia.org/resource/Pavement_(band)",13.1705
"http://dbpedia.org/resource/The_Pretenders",13.1455
"http://dbpedia.org/resource/XTC",13.1205
"http://dbpedia.org/resource/The_Black_Crowes",13.1196
"http://dbpedia.org/resource/The_Black_Keys",13.0838
"http://dbpedia.org/resource/The_Stranglers",12.9701
"http://dbpedia.org/resource/The_Doobie_Brothers",12.901
"http://dbpedia.org/resource/Whitesnake",12.8881
"http://dbpedia.org/resource/Snow_Patrol",12.8078
"http://dbpedia.org/resource/Bill_Monroe",12.7728
"http://dbpedia.org/resource/Death_Cab_for_Cutie",12.76
"http://dbpedia.org/resource/Modest_Mouse",12.7052
"http://dbpedia.org/resource/Roxette",12.6477
"http://dbpedia.org/resource/Kool_&_the_Gang",12.533
"http://dbpedia.org/resource/The_Damned_(band)",12.502
"http://dbpedia.org/resource/Four_Tops",12.4612
"http://dbpedia.org/resource/Creed_(band)",12.4105
"http://dbpedia.org/resource/Echo_&_the_Bunnymen",12.3371
"http://dbpedia.org/resource/A-ha",12.2523
"http://dbpedia.org/resource/Fugazi",12.2484
"http://dbpedia.org/resource/Parliament-Funkadelic",12.2337
"http://dbpedia.org/resource/Wilco",12.1813
"http://dbpedia.org/resource/Three_6_Mafia",12.1185
"http://dbpedia.org/resource/Poison_(American_band)",12.0839
"http://dbpedia.org/resource/The_Andrews_Sisters",12.0588
"http://dbpedia.org/resource/Bullet_for_My_Valentine",12.0484
"http://dbpedia.org/resource/The_Decemberists",12.0224
"http://dbpedia.org/resource/Hawkwind",11.9815
"http://dbpedia.org/resource/Belle_and_Sebastian",11.9629
"http://dbpedia.org/resource/Peter,_Paul_and_Mary",11.944
"http://dbpedia.org/resource/Dropkick_Murphys",11.9343
"http://dbpedia.org/resource/The_Neptunes",11.9254
"http://dbpedia.org/resource/AFI_(band)",11.8955
"http://dbpedia.org/resource/Good_Charlotte",11.8471
"http://dbpedia.org/resource/Sublime_(band)",11.8331
"http://dbpedia.org/resource/Mobb_Deep",11.8206
"http://dbpedia.org/resource/Cabaret_Voltaire_(band)",11.8123
"http://dbpedia.org/resource/NOFX",11.7587
"http://dbpedia.org/resource/The_Specials",11.7359
"http://dbpedia.org/resource/LMFAO",11.5901
"http://dbpedia.org/resource/In_Flames",11.5751
"http://dbpedia.org/resource/Tokio_Hotel",11.5309
"http://dbpedia.org/resource/Marillion",11.4937
"http://dbpedia.org/resource/Badfinger",11.466
"http://dbpedia.org/resource/Happy_Mondays",11.4564
"http://dbpedia.org/resource/Tears_for_Fears",11.4419
"http://dbpedia.org/resource/Papa_Roach",11.3526
"http://dbpedia.org/resource/Stone_Temple_Pilots",11.3488
"http://dbpedia.org/resource/Sum_41",11.3349
"http://dbpedia.org/resource/OneRepublic",11.3176
"http://dbpedia.org/resource/The_Dubliners",11.3145
"http://dbpedia.org/resource/The_Four_Seasons_(band)",11.3104
"http://dbpedia.org/resource/Justice_(band)",11.3086
"http://dbpedia.org/resource/Napalm_Death",11.2465
"http://dbpedia.org/resource/Children_of_Bodom",11.2202
"http://dbpedia.org/resource/The_Residents",11.1988
"http://dbpedia.org/resource/Gwar",11.1719
"http://dbpedia.org/resource/Insane_Clown_Posse",11.1417
"http://dbpedia.org/resource/The_Drifters",11.1159
"http://dbpedia.org/resource/The_Hives",11.0507
"http://dbpedia.org/resource/Can_(band)",11.0452
"http://dbpedia.org/resource/The_Cardigans",11.0024
"http://dbpedia.org/resource/Bad_Brains",10.9873
"http://dbpedia.org/resource/HIM_(Finnish_band)",10.9748
"http://dbpedia.org/resource/REO_Speedwagon",10.9479
"http://dbpedia.org/resource/Rise_Against",10.9384
"http://dbpedia.org/resource/Venom_(band)",10.9313
"http://dbpedia.org/resource/UB40",10.9013
"http://dbpedia.org/resource/The_Libertines",10.8513
"http://dbpedia.org/resource/Buffalo_Springfield",10.8318
"http://dbpedia.org/resource/Herman's_Hermits",10.8302
"http://dbpedia.org/resource/Godspeed_You!_Black_Emperor",10.7043
"http://dbpedia.org/resource/Kasabian",10.6642
"http://dbpedia.org/resource/Rainbow_(rock_band)",10.6587
"http://dbpedia.org/resource/Lamb_of_God_(band)",10.5645
"http://dbpedia.org/resource/The_Chieftains",10.5458
"http://dbpedia.org/resource/Fear_Factory",10.4882
"http://dbpedia.org/resource/Staind",10.4805
"http://dbpedia.org/resource/E_Street_Band",10.4796
"http://dbpedia.org/resource/The_Verve",10.4542
"http://dbpedia.org/resource/Ultravox",10.4211
"http://dbpedia.org/resource/The_Go-Go's",10.3949
"http://dbpedia.org/resource/3_Doors_Down",10.3859
"http://dbpedia.org/resource/K-Ci_&_JoJo",10.3738
"http://dbpedia.org/resource/The_All-American_Rejects",10.3626
"http://dbpedia.org/resource/T.A.T.u.",10.329
"http://dbpedia.org/resource/Ace_of_Base",10.2854
"http://dbpedia.org/resource/New_Kids_on_the_Block",10.2659
"http://dbpedia.org/resource/The_Guess_Who",10.218
"http://dbpedia.org/resource/Village_People",10.2142
"http://dbpedia.org/resource/Chumbawamba",10.1882
"http://dbpedia.org/resource/The_Cult",10.1538
"http://dbpedia.org/resource/Bad_Company",10.1219
"http://dbpedia.org/resource/Frankie_Goes_to_Hollywood",10.1157
"http://dbpedia.org/resource/The_Corrs",10.1061
"http://dbpedia.org/resource/Slade",10.0657
"http://dbpedia.org/resource/Uriah_Heep_(band)",10.049
"http://dbpedia.org/resource/The_Mars_Volta",10.0448
"http://dbpedia.org/resource/Orchestral_Manoeuvres_in_the_Dark",10.0305
"http://dbpedia.org/resource/Ratt",10.011
"http://dbpedia.org/resource/Train_(band)",9.98067
"http://dbpedia.org/resource/Hole_(band)",9.97967
"http://dbpedia.org/resource/Less_Than_Jake",9.97061
"http://dbpedia.org/resource/Helloween",9.95617
"http://dbpedia.org/resource/Carter_Family",9.92589
"http://dbpedia.org/resource/Suicidal_Tendencies",9.91719
"http://dbpedia.org/resource/The_Ventures",9.91091
"http://dbpedia.org/resource/Sade_(band)",9.86243
"http://dbpedia.org/resource/Funkadelic",9.82184
"http://dbpedia.org/resource/Stereophonics",9.78727
"http://dbpedia.org/resource/Disturbed_(band)",9.77103
"http://dbpedia.org/resource/Bon_Iver",9.76925
"http://dbpedia.org/resource/Alabama_(band)",9.76145
"http://dbpedia.org/resource/Underworld_(band)",9.74666
"http://dbpedia.org/resource/Counting_Crows",9.74164
"http://dbpedia.org/resource/Chic_(band)",9.73825
"http://dbpedia.org/resource/Kansas_(band)",9.73727
"http://dbpedia.org/resource/Cradle_of_Filth",9.67445
"http://dbpedia.org/resource/Salt-N-Pepa",9.66381
"http://dbpedia.org/resource/Boney_M.",9.64639
"http://dbpedia.org/resource/Quiet_Riot",9.63383
"http://dbpedia.org/resource/Nick_Cave_and_the_Bad_Seeds",9.63108
"http://dbpedia.org/resource/Rascal_Flatts",9.6222
"http://dbpedia.org/resource/Bauhaus_(band)",9.61888
"http://dbpedia.org/resource/Portishead_(band)",9.61794
"http://dbpedia.org/resource/Supertramp",9.60914
"http://dbpedia.org/resource/W.A.S.P.",9.60661
"http://dbpedia.org/resource/Twisted_Sister",9.58841
"http://dbpedia.org/resource/Taking_Back_Sunday",9.57982
"http://dbpedia.org/resource/Bright_Eyes_(band)",9.57077
"http://dbpedia.org/resource/The_Funk_Brothers",9.53246
"http://dbpedia.org/resource/Machine_Head_(band)",9.52115
"http://dbpedia.org/resource/Coheed_and_Cambria",9.48613
"http://dbpedia.org/resource/LCD_Soundsystem",9.46705
"http://dbpedia.org/resource/Band_Aid_(band)",9.43471
"http://dbpedia.org/resource/Relient_K",9.42962
"http://dbpedia.org/resource/The_Mighty_Mighty_Bosstones",9.4151
"http://dbpedia.org/resource/Boyzone",9.38505
"http://dbpedia.org/resource/Killing_Joke",9.37509
"http://dbpedia.org/resource/Mudhoney",9.35851
"http://dbpedia.org/resource/The_Lovin'_Spoonful",9.30382
"http://dbpedia.org/resource/Ike_&_Tina_Turner",9.30136
"http://dbpedia.org/resource/Florida_Georgia_Line",9.28299
"http://dbpedia.org/resource/Boards_of_Canada",9.27282
"http://dbpedia.org/resource/Skinny_Puppy",9.26567
"http://dbpedia.org/resource/JLS",9.26102
"http://dbpedia.org/resource/The_Platters",9.25912
"http://dbpedia.org/resource/Audioslave",9.2336
"http://dbpedia.org/resource/The_Kingston_Trio",9.22828
"http://dbpedia.org/resource/The_Pretty_Things",9.22039
"http://dbpedia.org/resource/The_Cranberries",9.21891
"http://dbpedia.org/resource/Meshuggah",9.21733
"http://dbpedia.org/resource/The_Sugarhill_Gang",9.2164
"http://dbpedia.org/resource/The_Dave_Clark_Five",9.2008
"http://dbpedia.org/resource/The_Righteous_Brothers",9.19639
"http://dbpedia.org/resource/Dimmu_Borgir",9.17992
"http://dbpedia.org/resource/Travis_(band)",9.17706
"http://dbpedia.org/resource/Vampire_Weekend",9.1048
"http://dbpedia.org/resource/The_Wiggles",9.09112
"http://dbpedia.org/resource/D12",9.08356
"http://dbpedia.org/resource/The_Tragically_Hip",9.06485
"http://dbpedia.org/resource/The_Blues_Brothers",9.05851
"http://dbpedia.org/resource/TV_on_the_Radio",9.03832
"http://dbpedia.org/resource/Gang_of_Four_(band)",9.03199
"http://dbpedia.org/resource/Three_Days_Grace",9.02831
"http://dbpedia.org/resource/The_Turtles",9.01312
"http://dbpedia.org/resource/Death_(metal_band)",9.01171
"http://dbpedia.org/resource/Steppenwolf_(band)",9.00389
"http://dbpedia.org/resource/Gladys_Knight_&_the_Pips",9.0001
"http://dbpedia.org/resource/Clannad",8.97952
"http://dbpedia.org/resource/Wire_(band)",8.95419
"http://dbpedia.org/resource/311_(band)",8.95116
"http://dbpedia.org/resource/Butthole_Surfers",8.93159
"http://dbpedia.org/resource/Garbage_(band)",8.91548
"http://dbpedia.org/resource/Mastodon_(band)",8.8796
"http://dbpedia.org/resource/Sugar_Ray",8.87322
"http://dbpedia.org/resource/Matchbox_Twenty",8.86644
"http://dbpedia.org/resource/Minor_Threat",8.86339
"http://dbpedia.org/resource/Swans_(band)",8.855
"http://dbpedia.org/resource/Steve_Miller_Band",8.84338
"http://dbpedia.org/resource/Canned_Heat",8.84275
"http://dbpedia.org/resource/Reel_Big_Fish",8.8309
"http://dbpedia.org/resource/Blood,_Sweat_&_Tears",8.83087
"http://dbpedia.org/resource/Martha_and_the_Vandellas",8.8282
"http://dbpedia.org/resource/Europe_(band)",8.82453
"http://dbpedia.org/resource/Die_Toten_Hosen",8.80955
"http://dbpedia.org/resource/Neutral_Milk_Hotel",8.79353
"http://dbpedia.org/resource/Gang_Starr",8.78852
"http://dbpedia.org/resource/Soft_Machine",8.78174
"http://dbpedia.org/resource/Simply_Red",8.78032
"http://dbpedia.org/resource/Third_Eye_Blind",8.76293
"http://dbpedia.org/resource/Sly_and_Robbie",8.75606
"http://dbpedia.org/resource/Tower_of_Power",8.75317
"http://dbpedia.org/resource/Huey_Lewis_and_the_News",8.73944
"http://dbpedia.org/resource/Spandau_Ballet",8.73393
"http://dbpedia.org/resource/Three_Dog_Night",8.732
"http://dbpedia.org/resource/Yo_La_Tengo",8.7313
"http://dbpedia.org/resource/Menudo_(band)",8.71263
"http://dbpedia.org/resource/KC_and_the_Sunshine_Band",8.70893
"http://dbpedia.org/resource/Kronos_Quartet",8.68428
"http://dbpedia.org/resource/Keane_(band)",8.67225
"http://dbpedia.org/resource/Mayhem_(band)",8.66838
"http://dbpedia.org/resource/Skid_Row_(American_band)",8.65863
"http://dbpedia.org/resource/Wolfmother",8.63876
"http://dbpedia.org/resource/Violent_Femmes",8.63246
"http://dbpedia.org/resource/The_Charlatans_(UK_band)",8.62319
"http://dbpedia.org/resource/Pere_Ubu",8.60023
"http://dbpedia.org/resource/Bananarama",8.5934
"http://dbpedia.org/resource/Enigma_(musical_project)",8.59262
"http://dbpedia.org/resource/Grandmaster_Flash_and_the_Furious_Five",8.58956
"http://dbpedia.org/resource/Cannibal_Corpse",8.58892
"http://dbpedia.org/resource/White_Zombie_(band)",8.57724
"http://dbpedia.org/resource/Throbbing_Gristle",8.56885
"http://dbpedia.org/resource/Sonny_&_Cher",8.56108
"http://dbpedia.org/resource/Lostprophets",8.55225
"http://dbpedia.org/resource/Jan_and_Dean",8.53469
"http://dbpedia.org/resource/Social_Distortion",8.53465
"http://dbpedia.org/resource/Scooter_(band)",8.50547
"http://dbpedia.org/resource/Godsmack",8.50543
"http://dbpedia.org/resource/The_Oak_Ridge_Boys",8.50348
"http://dbpedia.org/resource/MGMT",8.49436
"http://dbpedia.org/resource/Pinhead_Gunpowder",8.47711
"http://dbpedia.org/resource/Killswitch_Engage",8.4448
"http://dbpedia.org/resource/The_Balham_Alligators",8.43474
"http://dbpedia.org/resource/Apocalyptica",8.40753
"http://dbpedia.org/resource/Switchfoot",8.40364
"http://dbpedia.org/resource/The_Alan_Parsons_Project",8.39513
"http://dbpedia.org/resource/Seether",8.3816
"http://dbpedia.org/resource/Phoenix_(band)",8.3556
"http://dbpedia.org/resource/Psychic_TV",8.34863
"http://dbpedia.org/resource/Wisin_&_Yandel",8.33281
"http://dbpedia.org/resource/The_Coasters",8.30971
"http://dbpedia.org/resource/Underoath",8.29134
"http://dbpedia.org/resource/Feeder",8.27016
"http://dbpedia.org/resource/Dashboard_Confessional",8.23152
"http://dbpedia.org/resource/Razorlight",8.23093
"http://dbpedia.org/resource/All_Time_Low",8.23031
"http://dbpedia.org/resource/Testament_(band)",8.22602
"http://dbpedia.org/resource/Free_(band)",8.2101
"http://dbpedia.org/resource/Weather_Report",8.19949
"http://dbpedia.org/resource/Crowded_House",8.1987
"http://dbpedia.org/resource/New_Found_Glory",8.19826
"http://dbpedia.org/resource/Guided_by_Voices",8.15085
"http://dbpedia.org/resource/UFO_(band)",8.13948
"http://dbpedia.org/resource/Shinedown",8.13599
"http://dbpedia.org/resource/Living_Colour",8.13127
"http://dbpedia.org/resource/Widespread_Panic",8.10153
"http://dbpedia.org/resource/2_Unlimited",8.08716
"http://dbpedia.org/resource/Fugees",8.06362
"http://dbpedia.org/resource/Velvet_Revolver",8.04854
"http://dbpedia.org/resource/Grand_Funk_Railroad",8.02757
"http://dbpedia.org/resource/Scissor_Sisters",8.02704
"http://dbpedia.org/resource/Celtic_Frost",7.99999
"http://dbpedia.org/resource/The_Dillinger_Escape_Plan",7.98858
"http://dbpedia.org/resource/Paul_Revere_&_the_Raiders",7.95871
"http://dbpedia.org/resource/Ween",7.95463
"http://dbpedia.org/resource/The_Sisters_of_Mercy",7.95376
"http://dbpedia.org/resource/Klaxons",7.95088
"http://dbpedia.org/resource/KMFDM",7.94523
"http://dbpedia.org/resource/Traffic_(band)",7.93663
"http://dbpedia.org/resource/The_Troggs",7.92841
"http://dbpedia.org/resource/Eric_B._&_Rakim",7.92286
"http://dbpedia.org/resource/Manowar",7.89885
"http://dbpedia.org/resource/Flight_of_the_Conchords",7.89194
"http://dbpedia.org/resource/Planetshakers",7.88741
"http://dbpedia.org/resource/Commodores",7.88624
"http://dbpedia.org/resource/The_Zombies",7.87198
"http://dbpedia.org/resource/Love_(band)",7.86451
"http://dbpedia.org/resource/Wham!",7.84206
"http://dbpedia.org/resource/Split_Enz",7.83742
"http://dbpedia.org/resource/L'Arc-en-Ciel",7.82788
"http://dbpedia.org/resource/Exodus_(American_band)",7.82416
"http://dbpedia.org/resource/Soulwax",7.81429
"http://dbpedia.org/resource/Big_Black",7.80298
"http://dbpedia.org/resource/The_O'Jays",7.79519
"http://dbpedia.org/resource/Hot_Chip",7.78891
"http://dbpedia.org/resource/Arch_Enemy",7.75677
"http://dbpedia.org/resource/The_Ronettes",7.75595
"http://dbpedia.org/resource/OK_Go",7.74024
"http://dbpedia.org/resource/Editors_(band)",7.71582
"http://dbpedia.org/resource/The_Darkness_(band)",7.71527
"http://dbpedia.org/resource/Talk_Talk",7.70381
"http://dbpedia.org/resource/The_Script",7.69296
"http://dbpedia.org/resource/The_Crystal_Method",7.68496
"http://dbpedia.org/resource/10cc",7.67724
"http://dbpedia.org/resource/Dio_(band)",7.66297
"http://dbpedia.org/resource/Turisas",7.65713
"http://dbpedia.org/resource/The_Fray",7.63891
"http://dbpedia.org/resource/The_Kooks",7.61714
"http://dbpedia.org/resource/SM_Town",7.60014
"http://dbpedia.org/resource/Tegan_and_Sara",7.58812
"http://dbpedia.org/resource/The_Osmonds",7.58428
"http://dbpedia.org/resource/Hatebreed",7.56086
"http://dbpedia.org/resource/Jet_(band)",7.5583
"http://dbpedia.org/resource/Iced_Earth",7.55177
